date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,death,hospitalized,total,totalTestResults,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200323,NY,20875,57414,None,None,2635,None,None,None,None,None,114,2635,78289,78289,78289,0,661,11181,5707,16888
20200322,NY,15168,46233,None,None,1974,None,None,None,None,None,114,1974,61401,61401,61401,70,371,11152,4812,15964
20200321,NY,10356,35081,None,None,1603,None,None,None,None,None,44,1603,45437,45437,45437,9,1603,9756,3254,13010
20200320,NY,7102,25325,None,None,None,None,None,None,None,None,35,None,32427,32427,32427,23,0,7193,2950,10143
20200319,NY,4152,18132,None,None,None,None,None,None,None,None,12,None,22284,22284,22284,0,0,5917,1770,7687
20200318,NY,2382,12215,None,None,None,None,None,None,None,None,12,None,14597,14597,14597,5,0,6709,682,7391
20200317,NY,1700,5506,None,None,None,None,None,None,None,None,7,None,7206,7206,7206,0,0,963,750,1713
20200316,NY,950,4543,None,None,None,None,None,None,None,None,7,None,5493,5493,5493,4,0,0,221,221
20200315,NY,729,4543,None,None,None,None,None,None,None,None,3,None,5272,5272,5272,3,0,1764,205,1969
20200314,NY,524,2779,,,,,,,,,,,3303,3303,3303,0,0,0,103,103
20200313,NY,421,2779,,,,,,,,,,,3200,3200,3200,0,0,2687,205,2892
20200312,NY,216,92,,,,,,,,,,,308,308,308,0,0,0,0,0
20200311,NY,216,92,,,,,,,,,,,308,308,308,0,0,0,43,43
20200310,NY,173,92,,,,,,,,,,,265,265,265,0,0,0,31,31
20200309,NY,142,92,,,,,,,,,,,234,234,234,0,0,0,37,37
20200308,NY,105,92,,,,,,,,,,,197,197,197,0,0,0,29,29
20200307,NY,76,92,236,,,,,,,,,,404,168,168,0,0,0,43,43
20200306,NY,33,92,236,,,,,,,,,,361,125,125,0,0,16,11,27
20200305,NY,22,76,24,,,,,,,,,,122,98,98,0,0,28,16,44
20200304,NY,6,48,24,,,,,,,,,,78,54,54,None,None,None,None,None
